# L-10 Launch (Up to date)
# 1076 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (23.0 m/s).
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position upwind (m),Position parallel to wind (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
1.5313,102.17,134.13,84.351,134.16,84.897,0.30003,0.024908,0.30107,4.7457,2.8397,9.6142,45,3.8159e-6,9.8059,0.97147,0.031156,-0.013389,-0.0010004,31293,4348.8,38.412,0.12305,268.41,235.5,2.3559,0.39558,31852544,3071.8,110.24,0.65355,0.6554,0.37348,0.13973,0.14034,0.20259,0.48137,-7.0251e-5,0,6.7469e-4,0.013657,0.012983,-0.0045658,0.013826,13.97,153.28,84.818,1.8635,NaN,14.336,1001.3,339.99,0.05,0.32832
1.5813,108.98,138.35,83.819,138.39,84.429,0.45413,0.03138,0.45521,3.9528,3.3342,10.129,45,5.7758e-6,9.8059,1.0728,0.03217,-0.010886,-7.7106e-4,31216,4272.3,38.354,0.12295,268.07,235.29,2.3463,0.40812,32842602,3057,117.56,0.65494,0.65719,0.3731,0.14019,0.14165,0.2249,0.53037,2.6588e-4,0,6.1919e-4,0.013692,0.013072,-0.0028362,0.014261,13.97,153.28,84.599,1.8914,NaN,14.292,1000.5,339.96,0.05,0.33353
1.6313,116,142.54,83.264,142.59,83.953,0.6336,0.038946,0.6348,3.5174,3.8564,10.734,45,8.0583e-6,9.8058,1.2895,0.033158,-0.0078318,-4.9243e-4,31140,4196.5,38.296,0.12286,267.34,235.09,2.3086,0.4205,33817591,3042.2,125.15,0.65635,0.65958,0.37271,0.14066,0.14299,0.27321,0.63238,5.0254e-4,0,5.6728e-4,0.013727,0.01316,-0.001383,0.014694,13.97,153.28,84.429,1.8975,NaN,14.246,999.64,339.93,0.05,0.33869
1.6813,123.24,146.71,82.723,146.77,83.468,0.8399,0.047649,0.84125,3.247,4.4067,11.124,45,1.0682e-5,9.8058,1.4008,0.034119,-0.0040235,-3.5666e-4,31065,4120.6,38.237,0.12277,266.99,234.89,2.2975,0.43282,34786230,3027.4,132.89,0.6578,0.6616,0.37231,0.14114,0.14435,0.29849,0.68617,9.0804e-5,0,5.2198e-4,0.013763,0.013241,-3.4458e-4,0.015124,13.97,153.28,84.321,1.8801,NaN,14.199,998.8,339.9,0.05,0.34301
1.7313,130.67,150.85,82.189,150.93,82.973,1.0741,0.057501,1.0756,3.0645,4.9702,11.38,45,1.366e-5,9.8058,1.4874,0.035055,1.9316e-4,-3.1755e-4,30989,4044.7,38.178,0.12268,266.72,234.69,2.2926,0.44504,35744686,3012.6,140.79,0.65928,0.66356,0.3719,0.14163,0.14575,0.31837,0.72975,-3.7687e-5,0,4.8025e-4,0.013801,0.013321,7.513e-7,0.015551,13.97,153.28,84.286,1.8357,NaN,14.151,997.92,339.87,0.05,0.34762
1.7813,138.32,154.96,81.683,155.06,82.466,1.3366,0.068472,1.3384,2.9325,5.5423,11.333,45,1.7e-5,9.8058,1.4575,0.035966,0.004882,-3.6359e-4,30913,3968.9,38.119,0.12259,266.84,234.48,2.3159,0.4572,36696769,2997.8,148.76,0.6608,0.66492,0.37149,0.14214,0.14717,0.31175,0.72185,3.6348e-4,0,4.4348e-4,0.01384,0.013396,4.5481e-4,0.015977,13.97,153.28,84.331,1.7596,NaN,14.101,997.03,339.84,0.05,0.35205
1.8313,146.17,159.05,81.215,159.16,81.943,1.6276,0.080486,1.6295,2.8311,6.1011,10.9,45,2.07e-5,9.8057,1.2822,0.036854,0.0094873,-4.9881e-4,30837,3893,38.06,0.1225,267.45,234.28,2.3745,0.46933,37644314,2983,156.76,0.66235,0.66557,0.37106,0.14265,0.14864,0.27225,0.64435,4.1877e-4,0,4.1041e-4,0.01388,0.01347,0.0016303,0.0164,13.97,153.28,84.46,1.6442,NaN,14.05,996.11,339.81,0.05,0.35645
1.8813,154.22,163.11,80.773,163.25,81.407,1.9457,0.093414,1.948,2.7487,6.6301,10.135,45,2.4746e-5,9.8057,1.0025,0.03772,0.013613,-7.5066e-4,30761,3817.1,38,0.12241,268.44,234.07,2.4598,0.48142,38586104,2968.2,164.88,0.66394,0.66593,0.37062,0.14318,0.15013,0.21028,0.51402,4.0982e-4,0,3.8024e-4,0.013922,0.013541,0.0031908,0.016821,13.97,153.28,84.669,1.479,NaN,13.998,995.16,339.78,0.05,0.36155
1.9313,162.48,167.15,80.356,167.31,80.855,2.2892,0.10707,2.2917,2.6779,7.1114,8.97,45,2.9115e-5,9.8057,0.57706,0.038564,0.016695,-0.0012108,30685,3741.3,37.94,0.12232,269.97,233.87,2.5848,0.4935,39525495,2953.4,173.17,0.66556,0.66624,0.37018,0.14373,0.15166,0.11874,0.30193,-6.2298e-6,0,3.532e-4,0.013965,0.013611,0.0045677,0.01724,13.97,153.28,84.944,1.252,NaN,13.944,994.19,339.75,0.05,0.36653
1.9813,170.94,171.18,79.932,171.34,80.294,2.6552,0.12123,2.6579,2.6143,7.5274,7.6178,45,3.3769e-5,9.8057,0.10888,0.039387,0.017512,-0.004629,30609,3665.4,37.88,0.12223,271.74,233.66,2.7259,0.50554,40458985,2938.6,181.81,0.66723,0.66725,0.36972,0.14428,0.15322,0.021924,0.054732,1.0522e-4,0,3.2761e-4,0.014009,0.013681,0.00479,0.017657,13.97,153.28,85.259,0.95203,NaN,13.889,993.2,339.72,0.05,0.37071
2.0313,179.6,175.18,79.488,175.36,79.721,3.0402,0.13563,3.0433,2.5544,7.8728,6.0873,45,3.8667e-5,9.8056,0.41768,0.040188,-0.017423,-1.4514e-4,30535,3590.7,37.821,0.12214,270.6,233.45,2.6595,0.51756,41388919,2923.8,190.94,0.66893,0.66928,0.36925,0.14485,0.15482,0.085423,0.23199,2.0296e-4,0,3.0436e-4,0.014055,0.013751,-0.004525,0.018072,13.97,153.28,85.581,0.57739,NaN,13.833,992.19,339.68,0.05,0.37487
2.0813,188.46,179.16,78.998,179.34,79.141,3.4406,0.14996,3.4439,2.4957,8.1414,4.7469,45,4.3759e-5,9.8056,0.8109,0.040965,-0.014396,4.0145e-4,30462,3517.9,37.762,0.12205,269.21,233.25,2.5741,0.52945,42306321,2909,200.41,0.67065,0.67198,0.36878,0.14543,0.15644,0.16907,0.43848,2.7806e-4,0,2.8091e-4,0.014102,0.013821,-0.0029527,0.018485,13.97,153.28,85.869,0.14766,NaN,13.775,991.15,339.65,0.05,0.37947
2.1313,197.51,183.11,78.461,183.3,78.56,3.853,0.16394,3.8564,2.4364,8.3559,3.935,45,4.9003e-5,9.8056,0.97489,0.041712,-0.0099609,4.5173e-4,30390,3445.7,37.705,0.12196,268.66,233.05,2.5493,0.54114,43205523,2894.2,209.85,0.67238,0.6743,0.36831,0.14601,0.15807,0.20497,0.52362,-1.8237e-4,0,2.5801e-4,0.01415,0.013892,-0.0013534,0.018894,13.97,153.28,86.087,-0.28745,NaN,13.716,990.09,339.61,0.05,0.3847
2.1813,206.77,187.03,77.891,187.23,77.974,4.2753,0.17727,4.2789,2.3744,8.5419,3.5894,45,5.4374e-5,9.8056,0.98325,0.042428,-0.0049514,4.3179e-4,30318,3373.6,37.646,0.12187,268.67,232.85,2.5642,0.55269,44091549,2879.4,219.25,0.67413,0.67609,0.36783,0.1466,0.15971,0.20697,0.53129,4.28e-4,0,2.3716e-4,0.014199,0.013962,-3.2065e-4,0.019302,13.97,153.28,86.22,-0.65004,NaN,13.656,989,339.57,0.05,0.38895
2.2313,216.21,190.93,77.303,191.13,77.379,4.7066,0.18977,4.7104,2.3089,8.7175,3.445,45,5.986e-5,9.8055,0.96363,0.043116,1.8996e-4,4.2995e-4,30245,3301.4,37.588,0.12179,268.78,232.64,2.5864,0.56421,44972676,2864.7,228.81,0.67592,0.6778,0.36734,0.1472,0.16138,0.20281,0.52505,1.738e-5,0,2.1918e-4,0.01425,0.014031,4.5297e-7,0.019706,13.97,153.28,86.261,-0.85784,NaN,13.595,987.89,339.54,0.05,0.39312
2.2813,225.86,194.8,76.689,195,76.777,5.1466,0.20131,5.1505,2.24,8.8918,3.6591,45,6.5456e-5,9.8055,0.85558,0.043777,0.0053605,4.2381e-4,30173,3229.3,37.529,0.1217,269.2,232.44,2.6311,0.57566,45844915,2849.9,238.41,0.67773,0.67922,0.36684,0.1478,0.16308,0.17931,0.47102,-1.9698e-4,0,2.0196e-4,0.014302,0.0141,3.466e-4,0.020107,13.97,153.28,86.21,-0.85445,NaN,13.532,986.76,339.5,0.05,0.39764
2.3313,235.69,198.63,76.033,198.84,76.17,5.5959,0.21192,5.5999,2.1688,9.0931,4.571,45,7.1171e-5,9.8055,0.53265,0.044408,0.0096,7.3837e-4,30101,3157.2,37.47,0.12161,270.4,232.24,2.7318,0.5869,46699148,2835.1,247.85,0.67954,0.68013,0.36635,0.14842,0.16478,0.11005,0.29951,2.9121e-5,0,1.8463e-4,0.014354,0.01417,0.0010697,0.020506,13.97,153.28,86.074,-0.63246,NaN,13.468,985.61,339.46,0.05,0.40254
2.3812,245.72,202.43,75.341,202.65,75.562,6.0567,0.22174,6.0607,2.0967,9.3525,5.7721,45,7.7031e-5,9.8054,0.15139,0.045007,0.011064,0.0037764,30029,3085,37.411,0.12153,271.86,232.03,2.8511,0.59804,47542851,2820.3,257.53,0.68137,0.68142,0.36585,0.14903,0.1665,0.030745,0.08615,-2.5454e-4,0,1.6931e-4,0.014408,0.014239,0.0013688,0.020901,13.97,153.28,85.88,-0.23384,NaN,13.403,984.43,339.42,0.05,0.40663
2.4312,255.94,206.19,74.667,206.42,74.94,6.5319,0.23105,6.5359,2.0259,9.6633,6.3907,45,8.3074e-5,9.8054,0.030855,0.045579,-3.8305e-5,0.011882,29957,3012.9,37.352,0.12144,272.37,231.82,2.9021,0.6093,48392841,2805.5,267.71,0.68326,0.68326,0.36533,0.14967,0.16826,0.0062352,0.018506,-0.0011396,0,1.5706e-4,0.014465,0.014308,-1.5808e-8,0.021292,13.97,153.28,85.67,0.27364,NaN,13.336,983.23,339.38,0.05,0.41117
2.4812,266.34,209.93,73.941,210.16,74.283,7.0231,0.24025,7.0272,1.9592,9.9977,7.1197,45,8.9322e-5,9.8054,0.17871,0.046128,-0.01136,0.00164,29885,2940.7,37.292,0.12136,271.85,231.62,2.8803,0.62043,49230742,2789.8,278.03,0.68516,0.68523,0.36481,0.15031,0.17004,0.036403,0.10607,-1.0843e-4,0,1.432e-4,0.014522,0.014379,-0.0013414,0.021679,13.97,153.28,85.462,0.81953,NaN,13.269,982.01,339.34,0.05,0.41602
2.5312,276.93,213.62,73.066,213.87,73.512,7.5323,0.24979,7.5364,1.8994,10.379,8.0777,45,9.5798e-5,9.8053,0.43232,0.046642,-0.0091762,0.0012244,29814,2869.9,37.233,0.12127,270.96,231.41,2.8311,0.63137,50050975,2770.8,288.5,0.68707,0.68746,0.36429,0.15096,0.17182,0.08921,0.25361,2.6711e-4,0,1.297e-4,0.014581,0.014451,-8.453e-4,0.022062,13.97,153.28,85.278,1.3365,NaN,13.2,980.77,339.3,0.05,0.42048
2.5812,287.7,217.27,72.202,217.54,72.71,8.0616,0.26015,8.0658,1.8483,10.801,8.5816,45,1.0253e-4,9.8053,0.54526,0.047124,-0.0053782,0.0010684,29745,2801.3,37.176,0.12119,270.6,231.21,2.8196,0.64226,50864360,2751.3,299.08,0.689,0.68962,0.36377,0.15161,0.17362,0.11321,0.31923,-6.7454e-5,0,1.1772e-4,0.014641,0.014523,-2.8068e-4,0.022439,13.97,153.28,85.149,1.7738,NaN,13.13,979.51,339.26,0.05,0.42481
2.6312,298.65,220.88,71.372,221.17,71.888,8.6123,0.27174,8.6166,1.8073,11.233,8.6004,45,1.0953e-4,9.8053,0.53281,0.047575,-0.0011736,9.6446e-4,29677,2733.5,37.119,0.12111,270.7,231.01,2.841,0.65307,51669295,2731.9,309.69,0.69095,0.69155,0.36323,0.15227,0.17544,0.11067,0.3147,-2.1256e-4,0,1.0615e-4,0.014702,0.014596,-1.293e-5,0.022812,13.97,153.28,85.093,2.0902,NaN,13.059,978.22,339.21,0.05,0.42943
2.6812,309.79,224.45,70.589,224.75,71.046,9.1844,0.28486,9.1889,1.7765,11.654,8.0495,45,1.1681e-4,9.8052,0.38268,0.047994,0.0025936,0.0010833,29610,2665.6,37.062,0.12102,271.31,230.81,2.8986,0.66383,52467564,2712.5,320.33,0.69292,0.69324,0.3627,0.15294,0.17729,0.078997,0.22842,1.2242e-4,0,9.5369e-5,0.014766,0.01467,6.1135e-5,0.02318,13.97,153.28,85.111,2.248,NaN,12.986,976.92,339.17,0.05,0.43412
2.7312,321.1,227.98,69.812,228.3,70.197,9.7767,0.29962,9.7813,1.7554,12.039,7.3395,45,1.2434e-4,9.8052,0.21941,0.04838,0.0048076,0.0017589,29542,2597.8,37.005,0.12094,271.97,230.61,2.9605,0.67445,53252215,2693.1,331.06,0.69491,0.69501,0.36216,0.15361,0.17913,0.044987,0.13279,1.0357e-4,0,8.4331e-5,0.01483,0.014746,2.0354e-4,0.023544,13.97,153.28,85.184,2.214,NaN,12.913,975.59,339.12,0.05,0.43851
2.7812,332.58,231.47,69.007,231.8,69.352,10.387,0.31591,10.392,1.742,12.394,6.9101,45,1.3211e-4,9.8052,0.14675,0.048728,0.0062523,0.0018763,29474,2529.9,36.947,0.12086,272.3,230.41,2.9985,0.68483,54015367,2673.7,341.79,0.69688,0.69692,0.36162,0.15428,0.18097,0.030014,0.089262,2.7285e-4,0,7.3323e-5,0.014895,0.014822,3.3398e-4,0.023904,13.97,153.28,85.288,1.9745,NaN,12.838,974.24,339.08,0.05,0.44404
2.8312,344.24,234.92,68.194,235.26,68.502,11.015,0.33341,11.02,1.7337,12.731,6.4887,45,1.401e-4,9.8051,0.079461,0.049038,0.0074859,0.0012176,29406,2462.1,36.889,0.12078,272.62,230.21,3.0353,0.69507,54764202,2654.2,352.57,0.69885,0.69886,0.36109,0.15496,0.18281,0.016215,0.049204,-3.6396e-4,0,6.3365e-5,0.014961,0.014898,4.6491e-4,0.02426,13.97,153.28,85.411,1.5532,NaN,12.762,972.88,339.03,0.05,0.44923
2.8812,356.08,238.33,67.393,238.68,67.643,11.66,0.35166,11.665,1.7276,13.042,5.8078,45,1.4829e-4,9.8051,0.051544,0.049312,-0.0077109,0.0011539,29338,2394.3,36.831,0.1207,272.78,230.01,3.0616,0.70524,55505569,2634.8,363.47,0.70084,0.70084,0.36055,0.15563,0.18466,0.010515,0.033034,4.5597e-4,0,5.4216e-5,0.015029,0.014975,-4.7927e-4,0.024613,13.97,153.28,85.544,1.008,NaN,12.686,971.49,338.99,0.05,0.45382
2.9312,368.08,241.7,66.591,242.06,66.777,12.318,0.37009,12.324,1.7209,13.313,4.9804,45,1.5667e-4,9.8051,0.21593,0.04955,-0.0064373,8.1738e-4,29270,2326.4,36.773,0.12062,272.22,229.81,3.036,0.71534,56238964,2615.4,374.54,0.70284,0.70294,0.36,0.15632,0.18652,0.044437,0.13568,5.8216e-5,0,4.5367e-5,0.015099,0.015053,-3.2475e-4,0.024963,13.97,153.28,85.667,0.42625,NaN,12.608,970.08,338.94,0.05,0.4586
2.9812,380.24,245.03,65.773,245.4,65.908,12.99,0.38812,12.995,1.7115,13.543,4.2211,45,1.6521e-4,9.805,0.36546,0.049752,-0.0034194,9.4784e-4,29203,2258.6,36.715,0.12054,271.72,229.6,3.0152,0.72536,56962766,2595.9,385.74,0.70486,0.70515,0.35945,0.15701,0.1884,0.075815,0.2282,-1.8964e-4,0,3.6698e-5,0.01517,0.015133,-8.9142e-5,0.025309,13.97,153.28,85.752,-0.077577,NaN,12.528,968.65,338.89,0.05,0.46309
3.0312,392.58,248.31,64.893,248.69,65.031,13.672,0.40531,13.678,1.6981,13.748,4.2352,45,1.7388e-4,9.805,0.33783,0.049913,5.4472e-4,9.4353e-4,29136,2192.3,36.657,0.12046,271.89,229.4,3.0411,0.73514,57665312,2576.4,396.71,0.70686,0.70711,0.35891,0.15769,0.19026,0.070061,0.21261,3.2565e-4,0,2.7895e-5,0.015241,0.015214,2.2031e-6,0.025652,13.97,153.28,85.772,-0.38397,NaN,12.448,967.21,338.84,0.05,0.46807
3.0812,405.07,251.55,63.99,251.94,64.141,14.364,0.42138,14.371,1.6803,13.967,4.4101,45,1.8269e-4,9.805,0.28571,0.050034,0.0037473,9.262e-4,29072,2128.4,36.602,0.12038,272.14,229.21,3.0732,0.74483,58358365,2556.8,407.74,0.70887,0.70905,0.35837,0.15838,0.19212,0.059165,0.1816,-3.5757e-4,0,1.9866e-5,0.015315,0.015295,1.016e-4,0.02599,13.97,153.28,85.729,-0.41251,NaN,12.367,965.74,338.79,0.05,0.47212
3.1312,417.73,254.75,63.072,255.14,63.243,15.068,0.43634,15.074,1.6587,14.192,4.659,45,1.9164e-4,9.8049,0.22505,0.050116,0.0067401,7.9115e-4,29010,2065.5,36.547,0.1203,272.43,229.01,3.1075,0.75445,59042690,2537.2,418.84,0.71089,0.711,0.35782,0.15907,0.194,0.046517,0.14384,-2.7179e-4,0,1.194e-5,0.01539,0.015378,3.2044e-4,0.026323,13.97,153.28,85.635,-0.15974,NaN,12.285,964.26,338.74,0.05,0.47868
3.1812,430.55,257.9,62.09,258.3,62.356,15.784,0.45048,15.79,1.6348,14.447,5.7591,45,2.0074e-4,9.8049,0.047636,0.050155,-0.0030198,0.0077477,28947,2002.6,36.492,0.12023,273.15,228.82,3.1734,0.76378,59701902,2517.6,429.72,0.71287,0.71288,0.35728,0.15975,0.19584,0.0097741,0.030895,-6.931e-4,0,4.2108e-6,0.015464,0.01546,-6.2782e-5,0.026651,13.97,153.28,85.499,0.30423,NaN,12.201,962.75,338.69,0.05,0.48314
3.2312,443.52,261,61.122,261.42,61.467,16.514,0.4643,16.52,1.6105,14.763,6.4997,45,2.1003e-4,9.8048,0.17644,0.050152,-0.0063824,0.0023293,28884,1939.6,36.436,0.12015,272.73,228.63,3.1567,0.77306,60354509,2498,440.8,0.71487,0.71494,0.35674,0.16044,0.19769,0.03646,0.11549,-4.0055e-4,0,-3.2449e-6,0.015541,0.015544,-2.7383e-4,0.026973,13.97,153.28,85.368,0.86676,NaN,12.117,961.23,338.64,0.05,0.4871
3.2812,456.65,264.05,60.214,264.48,60.552,17.26,0.47845,17.266,1.5879,15.09,6.3902,45,2.1952e-4,9.8048,0.14672,0.050106,-0.0046543,7.056e-4,28821,1876.7,36.381,0.12008,272.9,228.43,3.1829,0.78236,61006422,2478.4,452.01,0.7169,0.71695,0.35619,0.16114,0.19957,0.030308,0.096685,-4.4245e-4,0,-1.0733e-5,0.015621,0.015631,-1.4222e-4,0.027289,13.97,153.28,85.275,1.4063,NaN,12.032,959.69,338.59,0.05,0.4923
3.3312,469.92,267.06,59.3,267.5,59.638,18.022,0.49355,18.029,1.5687,15.406,6.3328,45,2.2921e-4,9.8048,0.1452,0.050014,-0.0029742,-2.6777e-4,28758,1813.8,36.325,0.12,272.96,228.24,3.2016,0.79148,61641401,2458.8,463.16,0.71892,0.71897,0.35565,0.16184,0.20144,0.030024,0.096497,4.7067e-4,0,-1.7845e-5,0.015701,0.015719,-5.6761e-5,0.0276,13.97,153.28,85.214,1.8095,NaN,11.945,958.14,338.54,0.05,0.49771
3.3812,483.35,270.02,58.371,270.48,58.729,18.8,0.51005,18.807,1.5541,15.726,6.4718,45,2.3911e-4,9.8047,0.1788,0.049876,-8.6519e-4,-1.658e-4,28695,1750.9,36.269,0.11993,272.9,228.04,3.2108,0.80038,62256505,2439.2,474.18,0.72091,0.72098,0.35511,0.16252,0.20328,0.037066,0.11933,2.1618e-4,0,-2.4699e-5,0.015782,0.015806,-4.6986e-6,0.027905,13.97,153.28,85.182,1.9944,NaN,11.858,956.56,338.48,0.05,0.50167
3.4312,496.93,272.93,57.448,273.41,57.817,19.594,0.52815,19.602,1.544,16.052,6.5244,45,2.4921e-4,9.8047,0.19574,0.049693,0.0016883,-2.2516e-4,28632,1687.9,36.213,0.11985,272.89,227.84,3.2245,0.80911,62856031,2419.6,485.11,0.72289,0.72297,0.35458,0.1632,0.20511,0.040653,0.13141,3.7511e-4,0,-3.1423e-5,0.015863,0.015895,1.7513e-5,0.028205,13.97,153.28,85.188,1.9293,NaN,11.77,954.97,338.43,0.05,0.5056
3.4812,510.64,275.8,56.567,276.29,56.905,20.405,0.54772,20.412,1.5376,16.374,6.1893,45,2.5952e-4,9.8046,0.14487,0.049463,0.0041767,-4.4957e-4,28569,1625,36.156,0.11978,273.14,227.64,3.2564,0.81774,63448893,2400.4,496.03,0.72486,0.72491,0.35404,0.16389,0.20693,0.030048,0.097687,-6.3642e-5,0,-3.8254e-5,0.015947,0.015985,1.0496e-4,0.028501,13.97,153.28,85.236,1.6334,NaN,11.681,953.42,338.38,0.05,0.5102
3.5312,524.5,278.63,55.806,279.13,56.016,21.231,0.56832,21.238,1.5334,16.659,4.849,45,2.7002e-4,9.8046,0.098994,0.049178,-0.0041253,0.0028616,28508,1563.5,36.101,0.1197,273.37,227.45,3.2869,0.82644,64045670,2382.8,507.2,0.72688,0.7269,0.3535,0.16458,0.20879,0.02051,0.067443,-2.0347e-6,0,-4.603e-5,0.016033,0.016079,-1.0028e-4,0.028794,13.97,153.28,85.315,1.1696,NaN,11.591,951.87,338.32,0.05,0.51425
3.5812,538.51,281.42,54.99,281.92,55.147,22.069,0.58931,22.077,1.5296,16.875,4.1677,45,2.8068e-4,9.8045,0.20387,0.048839,-0.0018672,0.0020247,28448,1504.4,36.047,0.11963,273.03,227.26,3.2761,0.83491,64621774,2365.2,518.25,0.72886,0.72895,0.35297,0.16527,0.21062,0.042491,0.13902,2.7723e-4,0,-5.1744e-5,0.01612,0.016172,-2.0137e-5,0.029083,13.97,153.28,85.371,0.64353,NaN,11.5,950.31,338.27,0.05,0.51837
3.6312,552.65,284.16,54.115,284.68,54.282,22.918,0.61005,22.926,1.5248,17.086,4.2656,45,2.9147e-4,9.8045,0.17955,0.048453,6.4339e-4,0.0018978,28390,1446.1,35.994,0.11956,273.18,227.08,3.2999,0.84315,65178018,2347.7,529.04,0.73081,0.73088,0.35244,0.16595,0.21242,0.037419,0.12356,2.5522e-4,0,-5.8314e-5,0.016207,0.016265,2.3452e-6,0.029368,13.97,153.28,85.372,0.20677,NaN,11.408,948.73,338.21,0.05,0.52368
3.6812,566.92,286.87,53.211,287.39,53.419,23.777,0.62999,23.785,1.5177,17.308,4.7105,45,3.0241e-4,9.8045,0.11091,0.048012,0.0021347,0.0025998,28332,1387.9,35.941,0.11949,273.49,226.89,3.3356,0.85125,65721035,2330.1,539.74,0.73274,0.73277,0.35192,0.16662,0.2142,0.023065,0.07691,2.6222e-4,0,-6.4357e-5,0.016295,0.016359,2.5337e-5,0.029651,13.97,153.28,85.329,-0.0070606,NaN,11.315,947.13,338.16,0.05,0.52855
3.7312,581.33,289.52,52.335,290.05,52.545,24.648,0.64891,24.657,1.5081,17.55,4.6919,45,3.1349e-4,9.8044,0.10528,0.04751,0.0038142,0.002046,28274,1329.6,35.888,0.11942,273.56,226.7,3.3544,0.85936,66262561,2312.6,550.6,0.7347,0.73472,0.3514,0.1673,0.216,0.021912,0.073797,-3.453e-4,0,-7.2039e-5,0.016386,0.016458,7.9395e-5,0.029929,13.97,153.28,85.261,0.056067,NaN,11.221,945.52,338.1,0.05,0.5326
3.7812,595.87,292.13,51.435,292.67,51.674,25.532,0.66694,25.54,1.4963,17.786,4.9702,45,3.2472e-4,9.8044,0.049928,0.04694,0.0048999,0.0031143,28215,1271.4,35.835,0.11935,273.82,226.51,3.3866,0.86731,66789255,2295,561.33,0.73664,0.73664,0.35088,0.16797,0.21779,0.010375,0.034744,-2.1782e-4,0,-7.6964e-5,0.016478,0.016555,1.2868e-4,0.030202,13.97,153.28,85.172,0.35983,NaN,11.127,943.9,338.04,0.05,0.53654
3.8312,610.54,294.7,50.493,295.25,50.821,26.427,0.68452,26.436,1.4838,18.054,5.7619,45,3.3611e-4,9.8043,0.10348,0.046317,-0.0049071,0.0022543,28157,1213.1,35.781,0.11928,273.67,226.33,3.3893,0.87503,67295576,2277.5,571.86,0.73854,0.73856,0.35037,0.16863,0.21954,0.021581,0.073451,8.3388e-5,0,-8.1983e-5,0.01657,0.016652,-1.2683e-4,0.030469,13.97,153.28,85.074,0.79871,NaN,11.031,942.26,337.98,0.05,0.5405
3.8812,625.34,297.22,49.601,297.78,49.952,27.337,0.7023,27.346,1.4716,18.354,5.9132,45,3.4768e-4,9.8043,0.13245,0.045622,-0.0029755,0.0011713,28099,1154.9,35.727,0.11921,273.62,226.14,3.3987,0.88272,67797338,2259.9,582.45,0.74045,0.74049,0.34985,0.1693,0.2213,0.02769,0.094328,1.6843e-4,0,-8.7988e-5,0.016665,0.016753,-4.5839e-5,0.03073,13.97,153.28,85.007,1.2396,NaN,10.935,940.6,337.93,0.05,0.54488
3.9312,640.26,299.69,48.726,300.27,49.079,28.262,0.72092,28.271,1.4612,18.647,5.8706,45,3.5945e-4,9.8042,0.13847,0.044848,-9.0564e-4,7.5253e-4,28041,1096.6,35.673,0.11914,273.64,225.95,3.4143,0.89027,68285813,2242.4,592.91,0.74234,0.74239,0.34934,0.16996,0.22304,0.028988,0.098513,2.8391e-4,0,-8.9824e-5,0.01676,0.01685,-4.1763e-6,0.030986,13.97,153.28,84.979,1.5555,NaN,10.838,938.94,337.87,0.05,0.55041
3.9812,655.31,302.13,47.835,302.72,48.251,29.202,0.74079,29.211,1.4532,18.948,6.3192,45,3.714e-4,9.8042,0.21947,0.04401,0.0022058,5.7794e-4,27982,1038.4,35.619,0.11907,273.39,225.75,3.4097,0.89752,68748898,2225.3,603.06,0.74417,0.74429,0.34885,0.1706,0.22472,0.046164,0.15766,-1.4217e-4,0,-8.7508e-5,0.016855,0.016943,2.4385e-5,0.031237,13.97,153.28,84.993,1.6598,NaN,10.74,937.26,337.81,0.05,0.55564
4.0312,670.48,304.51,47.096,305.12,47.476,30.157,0.76203,30.166,1.4475,19.266,5.9938,45,3.8354e-4,9.8041,0.18456,0.046323,0.0064154,4.6248e-4,27925,981.08,35.565,0.119,273.56,225.56,3.4359,0.90471,69205321,2210.2,612.68,0.74546,0.74554,0.34781,0.17124,0.2264,0.0388,0.13308,7.7961e-5,0,-3.1815e-4,0.016952,0.01727,2.0308e-4,0.031484,13.97,153.28,85.071,1.5334,NaN,10.642,935.56,337.75,0.05,0.56127
