# L-10 Launch (Up to date)
# 1076 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (23.0 m/s).
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position upwind (m),Position parallel to wind (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0,0,0,-4.0702,0,4.0702,0,0,0,0,0,0,45,0,9.8062,90,0,0,0,33721,6777,40.148,0.12596,NaN,241.43,NaN,0.017314,1406653,193.42,0,0.70283,0,0.45012,0.13267,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13.97,153.28,90,0,NaN,15,1013.2,340.39,0.01,0.0030238
0.01,0,0,7.4019,0,7.4019,0,0,0,0,0,0,45,0,9.8062,90,0,0,0,33721,6777,40.148,0.12596,NaN,241.43,NaN,0.017457,1418299,580.28,0,0.70212,0,0.44941,0.13267,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13.97,153.28,90,0,NaN,15,1013.2,340.39,0.01,0.0045543
0.02,3.7013e-4,0.074027,25.906,0.074027,25.906,0,0,0,0,0,0,45,0,9.8062,89.292,0,0,0,33719,6775.1,40.147,0.12596,NaN,241.42,NaN,0.017602,1430054,1204.2,1.1129e-6,0.70141,3.3022e-6,0.4487,0.13267,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6342e-6,13.97,153.28,90,0,NaN,15,1013.2,340.39,0.01,0.013942
0.03,0.0024059,0.33314,51.451,0.33314,51.451,0,0,0,0,0,0,45,0,9.8062,86.843,0,0,0,33713,6768.9,40.143,0.12595,NaN,241.41,NaN,0.017771,1443782,2065.1,9.7948e-5,0.70059,2.8512e-4,0.44788,0.13267,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4356e-5,13.97,153.28,90,0,NaN,15,1013.2,340.39,0.01,0.015441
0.04,0.0083105,0.84781,77.016,0.84781,77.016,0,0,0,0,0,0,45,0,9.8062,82.073,0,0,0,33703,6758.5,40.136,0.12594,NaN,241.38,NaN,0.01806,1467257,2926.1,0.0015173,0.69921,0.0042766,0.4465,0.13267,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.7431e-5,13.97,153.28,90,0,NaN,15,1013.2,340.39,0.01,0.025522
# Event LIFTOFF occurred at t=0.05 seconds
0.05,0.02064,1.6182,94.289,1.6182,94.289,0,0,0,0,0,0,45,0,9.8062,75.23,0,0,0,33692,6748.1,40.129,0.12593,NaN,241.36,NaN,0.018647,1514942,3507.2,0.009625,0.6965,0.025448,0.44378,0.13267,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6688e-4,13.97,153.28,90,0,NaN,15,1013.2,340.39,0.01,0.044123
0.06,0.041538,2.5614,98.391,2.5614,98.391,0,0,0,0,0,0,45,0,9.8062,67.38,0,0,0,33678,6734.1,40.119,0.12591,NaN,241.33,NaN,0.019565,1589530,3643.9,0.034241,0.69247,0.082233,0.43974,0.13268,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6415e-4,13.97,153.28,90,0,NaN,15,1013.2,340.39,0.01,0.054871
0.07,0.072074,3.5458,97.623,3.5458,97.623,0,0,0,0,0,0,45,0,9.8062,60.064,0,0,0,33660,6716.2,40.107,0.12589,NaN,241.29,NaN,0.020874,1695895,3616.2,0.080871,0.68712,0.17062,0.43439,0.13268,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6567e-4,13.97,153.28,90,0,NaN,15,1013.2,340.39,0.01,0.06159
0.08,0.11242,4.5225,96.854,4.5225,96.854,0,0,0,0,0,0,45,0,9.8062,53.747,0,0,0,33642,6698.1,40.095,0.12587,NaN,241.25,NaN,0.022468,1825365,3588.4,0.14949,0.68117,0.27224,0.42842,0.13268,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6639e-4,13.97,153.28,90,0,NaN,14.999,1013.2,340.39,0.01,0.073924
0.09,0.16248,5.4915,96.084,5.4915,96.084,0,0,0,0,0,0,45,0,9.8062,48.363,0,0,0,33624,6679.9,40.083,0.12584,NaN,241.2,NaN,0.024282,1972746,3560.7,0.23903,0.67502,0.37269,0.42226,0.13268,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.6632e-4,13.97,153.28,90,0,NaN,14.999,1013.2,340.39,0.01,0.075413
0.1,0.22221,6.4528,95.583,6.4528,95.583,0,0,0,0,0,0,45,0,9.8062,43.796,0,0,0,33606,6661.8,40.071,0.12582,NaN,241.16,NaN,0.026264,2133729,3542,0.34762,0.66894,0.4633,0.41617,0.13269,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6546e-4,13.97,153.28,90,0,NaN,14.999,1013.2,340.39,0.01,0.076815
0.11,0.29152,7.4091,95.351,7.4091,95.351,0,0,0,0,0,0,45,0,9.8062,39.457,0,0,0,33588,6644,40.059,0.1258,NaN,241.12,NaN,0.028192,2290335,3532.5,0.47595,0.66357,0.55055,0.41078,0.13269,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6407e-4,13.97,153.28,90,0,NaN,14.998,1013.2,340.39,0.01,0.086513
0.12,0.37038,8.3631,95.118,8.3631,95.118,0,0,0,0,0,0,45,0,9.8062,35.7,0,0,0,33571,6626.5,40.047,0.12578,NaN,241.08,NaN,0.030254,2457909,3523,0.62018,0.65832,0.6229,0.40551,0.1327,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6245e-4,13.97,153.28,90,0,NaN,14.998,1013.2,340.39,0.01,0.088062
0.13,0.45876,9.3147,94.884,9.3147,94.884,0,0,0,0,0,0,45,0,9.8062,32.44,0,0,0,33553,6609,40.035,0.12576,NaN,241.04,NaN,0.032425,2634210,3513.4,0.7782,0.65327,0.68049,0.40043,0.13271,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.6058e-4,13.97,153.28,90,0,NaN,14.997,1013.2,340.39,0.01,0.097506
0.14,0.55666,10.264,94.649,10.264,94.649,0,0,0,0,0,0,45,0,9.8062,29.603,0,0,0,33536,6591.5,40.023,0.12574,NaN,241,NaN,0.034681,2817464,3503.9,0.94808,0.64846,0.72469,0.3956,0.13271,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010585,13.97,153.28,90,0,NaN,14.996,1013.2,340.39,0.01,0.098961
0.15,0.66403,11.211,94.413,11.211,94.413,0,0,0,0,0,0,45,0,9.8062,27.123,0,0,0,33518,6574,40.012,0.12572,NaN,240.96,NaN,0.037005,3006270,3494.4,1.1288,0.64429,0.75788,0.39139,0.13272,0.12018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011561,13.97,153.28,90,0,NaN,14.996,1013.2,340.39,0.01,0.10039
0.16,0.78086,12.155,94.177,12.155,94.177,0,0,0,0,0,0,45,0,9.8062,25.313,0,0,0,33501,6556.5,40,0.1257,NaN,240.92,NaN,0.039504,3209217,3484.8,1.3257,0.64361,0.78105,0.39068,0.13273,0.1202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012535,13.97,153.28,90,0,NaN,14.995,1013.2,340.39,0.01,0.11008
0.17,0.90713,13.098,93.941,13.098,93.941,0,0,0,0,0,0,45,0,9.8062,23.724,0,0,0,33483,6539,39.988,0.12567,NaN,240.88,NaN,0.042031,3414461,3475.3,1.534,0.64297,0.79836,0.39001,0.13274,0.12023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013507,13.97,153.28,90,0,NaN,14.994,1013.1,340.39,0.01,0.11158
0.18,1.0428,14.037,93.704,14.037,93.704,0,0,0,0,0,0,45,0,9.8062,22.319,0,0,0,33466,6521.5,39.976,0.12565,NaN,240.84,NaN,0.04458,3621505,3465.8,1.753,0.64239,0.81101,0.38938,0.13275,0.12026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014476,13.97,153.28,90,0,NaN,14.993,1013.1,340.38,0.01,0.11304
0.19,1.1879,14.975,93.466,14.975,93.466,0,0,0,0,0,0,45,0,9.8062,21.07,0,0,0,33448,6504.1,39.964,0.12563,NaN,240.8,NaN,0.047146,3.83e6,3456.2,1.9823,0.64184,0.81996,0.38879,0.13276,0.12029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015443,13.97,153.28,90,0,NaN,14.992,1013.1,340.38,0.01,0.12682
0.2,1.3423,15.91,93.228,15.91,93.228,0,0,0,0,0,0,45,0,9.8062,19.954,0,0,0,33431,6486.6,39.952,0.12561,NaN,240.76,NaN,0.049726,4039492,3446.7,2.2213,0.64133,0.82597,0.38824,0.13277,0.12032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016407,13.97,153.28,90,0,NaN,14.991,1013.1,340.38,0.01,0.12825
0.21,1.506,16.843,92.989,16.843,92.989,0,0,0,0,0,0,45,0,9.8062,18.981,0,0,0,33413,6469.1,39.94,0.12559,NaN,240.72,NaN,0.052327,4250668,3437.2,2.4703,0.64085,0.82956,0.38771,0.13278,0.12036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017369,13.97,153.28,90,0,NaN,14.99,1013.1,340.38,0.01,0.12971
0.22,1.6791,17.773,92.749,17.773,92.749,0,0,0,0,0,0,45,0,9.8062,18.103,0,0,0,33396,6451.6,39.928,0.12557,NaN,240.68,NaN,0.054934,4462402,3427.6,2.7287,0.64041,0.83141,0.38722,0.13279,0.12039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018329,13.97,153.28,90,0,NaN,14.989,1013.1,340.38,0.01,0.13111
0.23,1.8615,18.701,92.51,18.701,92.51,0,0,0,0,0,0,45,0,9.8062,17.307,0,0,0,33378,6434.1,39.916,0.12555,NaN,240.64,NaN,0.057546,4674533,3418.1,2.9961,0.63999,0.8319,0.38675,0.13281,0.12043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019285,13.97,153.28,90,0,NaN,14.988,1013,340.38,0.01,0.13252
0.24,2.0531,19.626,92.269,19.626,92.269,0,0,0,0,0,0,45,0,9.8062,16.582,0,0,0,33361,6416.6,39.905,0.12553,NaN,240.6,NaN,0.060162,4886931,3408.6,3.2716,0.6396,0.83114,0.38631,0.13282,0.12047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002024,13.97,153.28,90,0,NaN,14.987,1013,340.38,0.01,0.14595
0.25,2.254,20.549,92.077,20.549,92.077,0,0,0,0,0,0,45,0,9.8062,15.92,0,0,0,33343,6399.1,39.893,0.12551,NaN,240.56,NaN,0.06278,5099483,3400.6,3.5523,0.63924,0.82878,0.38589,0.13283,0.12051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021192,13.97,153.28,90,0,NaN,14.985,1013,340.38,0.01,0.14736
0.26,2.4641,21.471,91.932,21.471,91.932,0,0,0,0,0,0,45,0,9.8062,14.897,0,0,0,33326,6381.9,39.881,0.12549,NaN,240.52,NaN,0.065272,5301845,3394.3,3.8108,0.63891,0.82251,0.38551,0.13285,0.12055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022142,13.97,153.28,90,0,NaN,14.984,1013,340.38,0.01,0.14878
0.27,2.6834,22.39,91.787,22.39,91.787,0,0,0,0,0,0,45,0,9.8062,13.951,0,0,0,33309,6365,39.869,0.12547,NaN,240.48,NaN,0.06778,5505426,3388,4.0661,0.6386,0.8139,0.38514,0.13286,0.1206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002309,13.97,153.28,90,0,NaN,14.983,1012.9,340.38,0.01,0.15857
0.28,2.9119,23.309,91.641,23.309,91.641,0,0,0,0,0,0,45,0,9.8062,13.073,0,0,0,33292,6348.1,39.858,0.12545,NaN,240.44,NaN,0.070301,5710052,3381.7,4.3201,0.63831,0.80387,0.38479,0.13288,0.12064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024037,13.97,153.28,90,0,NaN,14.981,1012.9,340.38,0.01,0.15996
0.29,3.1496,24.225,91.496,24.225,91.496,0,0,0,0,0,0,45,0,9.8062,12.257,0,0,0,33275,6331.2,39.846,0.12543,NaN,240.4,NaN,0.072833,5915575,3375.4,4.5744,0.63803,0.79306,0.38445,0.1329,0.12069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024983,13.97,153.28,90,0,NaN,14.98,1012.9,340.38,0.01,0.16137
0.3,3.3964,25.141,91.35,25.141,91.35,0,0,0,0,0,0,45,0,9.8062,11.496,0,0,0,33258,6314.3,39.835,0.12541,NaN,240.36,NaN,0.075374,6121866,3369.1,4.8303,0.63777,0.78193,0.38412,0.13291,0.12074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025927,13.97,153.28,90,0,NaN,14.978,1012.9,340.38,0.01,0.16831
# Event LAUNCHROD occurred at t=0.31 seconds
0.31,3.6524,26.055,91.202,26.055,91.205,0,0,0,0,0,0.67703,45,0,9.8062,11.139,0,0,0,33241,6297.4,39.823,0.12538,244.17,240.32,0.27535,0.078017,6336362,3361.2,5.1372,0.63751,0.77624,0.38379,0.13293,0.12079,3.3871,0.93286,-2.7935e-4,0,0.013178,0.013178,0,0,0.0026869,13.97,153.28,90,0,NaN,14.976,1012.8,340.37,0.015,0.17035
0.325,4.0535,27.423,90.92,27.423,90.923,-7.7122e-5,0,7.7122e-5,-180,0.010345,0.70199,45,0,9.8062,10.626,2.44e-4,5.886e-5,1.2893e-8,33220,6276.3,39.809,0.12536,244.98,240.27,0.33699,0.081973,6657423,3349.4,5.6098,0.63716,0.76784,0.38332,0.13296,0.12087,3.1804,1.0714,1.0561e-4,0,0.01318,0.01318,0,2.0503e-6,0.002828,13.97,153.28,90,-0.01865,NaN,14.974,1012.8,340.37,0.0225,0.17184
0.3475,4.6935,29.469,90.495,29.469,90.498,-4.9074e-4,0,4.9074e-4,-180,0.026556,0.73831,45,-6.2414e-9,9.8062,9.9436,6.5685e-4,1.7361e-4,-6.7949e-9,33189,6244.6,39.787,0.12532,246.11,240.2,0.423,0.087899,7138338,3331.7,6.3526,0.63668,0.75628,0.38267,0.133,0.121,2.9125,1.2321,2.1825e-4,0,0.013183,0.013183,0,1.5514e-5,0.003039,13.97,153.28,89.999,-0.0032064,NaN,14.969,1012.7,340.37,0.03375,0.1855
0.38125,5.7396,32.523,89.9,32.523,89.904,-0.0018362,0,0.0018362,-180,0.054083,0.89975,45,-2.3353e-8,9.8062,9.9837,0.0013914,3.9347e-4,-1.6153e-8,33141,6197.1,39.754,0.12526,246.04,240.09,0.42639,0.097024,7878689,3310.3,7.7382,0.63606,0.75619,0.38175,0.13308,0.12122,2.9283,1.2486,-3.8701e-4,0,0.013188,0.013188,0,6.54e-5,0.003354,13.97,153.28,89.996,7.0014e-4,NaN,14.963,1012.6,340.37,0.05,0.18706
0.43125,7.4782,37.023,89.762,37.023,89.768,-0.0057573,-2.2154e-8,0.0057573,-180,0.10399,1.0478,45,-7.3223e-8,9.8062,9.3319,0.0027621,8.2262e-4,-3.1699e-7,33071,6126.9,39.705,0.12518,247.17,239.92,0.5191,0.11024,8950526,3302.6,9.8349,0.63536,0.74461,0.38057,0.1332,0.12158,2.6801,1.3905,4.2881e-4,0,0.013197,0.013197,0,2.2144e-4,0.0038181,13.97,153.28,89.985,0.0078561,NaN,14.951,1012.4,340.36,0.05,0.18858
0.48125,9.4418,41.52,89.772,41.52,89.779,-0.012287,-5.0658e-8,0.012287,-180,0.15727,1.0552,45,-1.5627e-7,9.8062,8.0765,0.0045015,0.0014431,-1.6669e-6,32988,6043.9,39.648,0.12508,249.5,239.73,0.69985,0.12322,10003031,3296.8,11.928,0.63486,0.72298,0.37955,0.13334,0.12197,2.2238,1.5557,3.4231e-4,0,0.013206,0.013206,0,5.4542e-4,0.0042819,13.97,153.28,89.965,0.029986,NaN,14.939,1012.1,340.35,0.05,0.19015
0.53125,11.63,46.017,89.777,46.018,89.783,-0.021452,-1.6732e-8,0.021452,-180,0.20891,1.006,45,-2.7284e-7,9.8062,6.9172,0.0066511,0.0022665,-4.941e-6,32905,5961.2,39.59,0.12498,251.86,239.53,0.88256,0.13622,11055877,3291,14.181,0.63461,0.70352,0.37871,0.13349,0.12241,1.8285,1.6126,-2.7704e-4,0,0.013216,0.013216,0,0.001101,0.0047457,13.97,153.28,89.932,0.06213,NaN,14.924,1011.9,340.34,0.05,0.19164
0.58125,14.043,50.515,89.775,50.516,89.78,-0.033128,3.5087e-7,0.033128,180,0.25756,0.93789,45,-4.2134e-7,9.8062,6.0297,0.0092575,0.0032728,-1.1824e-5,32823,5878.5,39.532,0.12488,253.81,239.33,1.0366,0.14929,12113789,3285.1,16.701,0.63512,0.69003,0.37857,0.13366,0.1229,1.5428,1.5977,4.6324e-4,0,0.013227,0.013227,0,0.0019117,0.0052095,13.97,153.28,89.882,0.10555,NaN,14.909,1011.6,340.33,0.05,0.1931
0.63125,16.682,55.012,89.766,55.013,89.77,-0.047137,1.766e-6,0.047137,180,0.30169,0.8079,45,-5.995e-7,9.8061,5.2015,0.012367,0.0044435,-2.5316e-5,32740,5795.8,39.474,0.12478,255.77,239.13,1.1907,0.16236,13171977,3279.3,19.414,0.63568,0.67832,0.37842,0.13384,0.12343,1.2898,1.5327,2.0625e-4,0,0.01324,0.01324,0,0.0029793,0.0056733,13.97,153.28,89.813,0.16424,NaN,14.892,1011.3,340.32,0.05,0.20862
0.68125,19.545,59.509,89.747,59.51,89.75,-0.063167,5.8333e-6,0.063167,179.99,0.3385,0.68542,45,-8.0338e-7,9.8061,4.6775,0.01533,0.0057543,-4.8772e-5,32657,5713.1,39.416,0.12468,257.08,238.94,1.2987,0.17552,14235817,3273.4,22.459,0.63629,0.67169,0.37825,0.13404,0.12401,1.1365,1.472,-5.6391e-5,0,0.013253,0.013253,0,0.0042754,0.0061371,13.97,153.28,89.721,0.24081,NaN,14.873,1011,340.31,0.05,0.21472
0.73125,22.632,64.004,89.718,64.005,89.72,-0.080907,1.5782e-5,0.080907,179.99,0.3703,0.59304,45,-1.029e-6,9.8061,4.4544,0.017107,0.0072395,-8.4242e-5,32574,5630.4,39.357,0.12458,257.66,238.74,1.3547,0.18876,15305202,3267.6,25.877,0.63695,0.66943,0.37806,0.13426,0.12463,1.0729,1.4474,2.0606e-4,0,-6.9094e-4,0.013268,0.013959,0.005852,0.0066007,13.97,153.28,89.605,0.33559,NaN,14.853,1010.6,340.3,0.05,0.2274
0.78125,25.945,68.498,89.632,68.499,89.633,-0.10011,3.7471e-5,0.10011,179.98,0.39658,0.43708,45,-1.2733e-6,9.8061,4.2109,0.017042,0.0089248,-1.3078e-4,32492,5547.7,39.298,0.12448,258.31,238.53,1.4154,0.20199,16373320,3260.2,29.515,0.63766,0.66706,0.37787,0.13449,0.1253,1.0046,1.4138,3.1958e-4,0,2.5314e-4,0.013284,0.013031,0.0077673,0.0070641,13.97,153.28,89.459,0.44022,NaN,14.831,1010.2,340.29,0.05,0.23635
0.83125,29.482,72.987,89.353,72.988,89.353,-0.12038,8.0432e-5,0.12038,179.96,0.41174,0.13853,45,-1.5311e-6,9.8061,3.7798,0.017289,0.010773,-1.9075e-4,32409,5465.4,39.239,0.12439,259.48,238.33,1.5135,0.21516,17435490,3246.6,33.252,0.63841,0.66261,0.37766,0.13474,0.12602,0.88626,1.331,4.4972e-4,0,8.5449e-4,0.013301,0.012446,0.0099754,0.007527,13.97,153.28,89.282,0.54498,NaN,14.808,1009.8,340.27,0.05,0.24955
0.88125,33.243,77.462,89.045,77.463,89.045,-0.14098,1.5872e-4,0.14098,179.94,0.40891,0.2469,45,-1.793e-6,9.8061,3.3509,0.017791,0.012711,-2.6882e-4,32328,5383.8,39.18,0.12429,260.68,238.13,1.6143,0.22829,18493859,3232.5,37.195,0.63921,0.65863,0.37744,0.135,0.12678,0.77204,1.2339,4.0684e-4,0,0.0012106,0.013319,0.012108,0.012336,0.0079884,13.97,153.28,89.071,0.64788,NaN,14.784,1009.4,340.26,0.05,0.25792
0.93125,37.228,81.922,88.724,81.922,88.727,-0.16094,2.9195e-4,0.16094,179.9,0.38572,0.68175,45,-2.0469e-6,9.8061,2.9983,0.018495,0.014731,-3.703e-4,32246,5302.4,39.121,0.12419,261.71,237.93,1.7024,0.24141,1.955e7,3218.4,41.4,0.64006,0.65587,0.3772,0.13528,0.12758,0.68076,1.1442,4.3462e-4,0,0.0013952,0.013338,0.011943,0.014817,0.0084481,13.97,153.28,88.824,0.749,NaN,14.758,1008.9,340.24,0.05,0.26585
0.98125,41.435,86.365,88.41,86.365,88.421,-0.17913,5.0644e-4,0.17913,179.84,0.33557,1.4183,45,-2.2782e-6,9.8061,2.2462,0.019351,0.016729,-5.2341e-4,32165,5221,39.062,0.12409,264,237.73,1.8808,0.25438,20592098,3204.8,45.54,0.64094,0.65012,0.37696,0.13556,0.12841,0.49378,0.91195,4.5625e-4,0,0.001458,0.013358,0.0119,0.017214,0.008906,13.97,153.28,88.54,0.849,NaN,14.731,1008.4,340.23,0.05,0.27328
1.0313,45.864,90.792,88.129,90.792,88.159,-0.19375,8.362e-4,0.19375,179.75,0.24195,2.3046,45,-2.4641e-6,9.8061,1.4154,0.020313,0.018299,-7.9432e-4,32084,5140.3,39.004,0.124,266.72,237.53,2.0897,0.26728,21628646,3192.9,49.907,0.64186,0.64564,0.37671,0.13587,0.12929,0.29986,0.60841,5.0119e-4,0,0.0014474,0.013379,0.011932,0.018656,0.0093622,13.97,153.28,88.224,0.9499,NaN,14.702,1007.9,340.21,0.05,0.28056
1.0813,50.514,95.204,87.831,95.204,87.886,-0.20259,0.001324,0.20259,179.63,0.10568,3.1228,45,-2.5766e-6,9.806,0.86707,0.021348,0.019385,-0.0012878,32005,5060.7,38.945,0.1239,268.63,237.33,2.2411,0.28023,22667305,3181.1,54.715,0.64283,0.64429,0.37644,0.13619,0.13021,0.17914,0.38255,2.8767e-4,0,0.0013947,0.013401,0.012007,0.019048,0.0098168,13.97,153.28,87.884,1.0538,NaN,14.672,1007.3,340.19,0.05,0.28667
1.1313,55.384,99.601,87.516,99.601,87.6,-0.20361,0.0020227,0.20362,179.43,0.072068,3.8328,45,-2.5896e-6,9.806,0.60809,0.022431,0.020113,-0.0020178,31925,4981.5,38.887,0.12381,269.58,237.13,2.3231,0.29322,23707543,3169.4,59.896,0.64386,0.64458,0.37615,0.13653,0.13118,0.12416,0.2693,1.6415e-4,0,0.0013183,0.013425,0.012107,0.018733,0.01027,13.97,153.28,87.527,1.1612,NaN,14.64,1006.8,340.17,0.05,0.29124
1.1813,60.473,103.98,87.184,103.98,87.306,-0.19501,0.0029962,0.19503,179.12,0.28159,4.6078,45,-2.4802e-6,9.806,0.31364,0.023541,0.020397,-0.0040997,31846,4902.2,38.828,0.12371,270.68,236.93,2.4165,0.30616,24742427,3157.6,65.313,0.64492,0.64512,0.37586,0.13688,0.13219,0.063167,0.135,2.404e-4,0,0.001228,0.01345,0.012222,0.017674,0.010721,13.97,153.28,87.157,1.2701,NaN,14.607,1006.2,340.15,0.05,0.29587
1.2313,65.781,108.35,86.833,108.35,87.005,-0.17485,0.0043192,0.1749,178.58,0.53379,5.4609,45,-2.2238e-6,9.806,0.080117,0.024661,-0.014081,-0.01552,31767,4823,38.77,0.12361,271.59,236.72,2.4954,0.31903,25770760,3145.8,70.978,0.64603,0.64604,0.37555,0.13724,0.13323,0.015961,0.047971,0.0098109,0,0.0011336,0.013476,0.012342,-0.0077579,0.01117,13.97,153.28,86.781,1.3816,NaN,14.572,1005.5,340.13,0.05,0.30106
1.2813,71.307,112.69,86.462,112.69,86.694,-0.141,0.0060778,0.14113,177.53,0.82936,6.3365,45,-1.7933e-6,9.806,0.4021,0.025778,-0.020347,-0.0028441,31688,4743.8,38.711,0.12352,270.38,236.52,2.4239,0.33186,26793933,3134.1,76.923,0.64717,0.64749,0.37524,0.13762,0.13432,0.081406,0.21237,7.0696e-5,0,0.0010413,0.013503,0.012462,-0.014973,0.011618,13.97,153.28,86.406,1.4868,NaN,14.537,1004.9,340.11,0.05,0.30612
1.3313,77.05,117.02,86.086,117.02,86.374,-0.09131,0.0083687,0.091692,174.76,1.1666,7.0501,45,-1.1613e-6,9.806,0.5258,0.026886,-0.019495,-0.002236,31609,4664.6,38.651,0.12342,269.94,236.32,2.4068,0.3447,27817244,3122.3,83.121,0.64837,0.64892,0.37491,0.13801,0.13545,0.10714,0.27055,4.581e-4,0,9.5604e-4,0.013531,0.012575,-0.012741,0.012063,13.97,153.28,86.045,1.5854,NaN,14.499,1004.2,340.09,0.05,0.31028
1.3813,83.009,121.33,85.702,121.34,86.045,-0.023958,0.011294,0.026486,154.76,1.5354,7.6688,45,-3.047e-7,9.8059,0.56517,0.027983,-0.018438,-0.0022261,31529,4585.4,38.592,0.12333,269.81,236.11,2.4123,0.35754,28837882,3110.5,89.546,0.64961,0.65024,0.37457,0.13842,0.13662,0.11544,0.28913,-6.0206e-5,0,8.7691e-4,0.013561,0.012684,-0.010594,0.012507,13.97,153.28,85.701,1.6756,NaN,14.46,1003.5,340.06,0.05,0.31449
1.4313,89.182,125.61,85.302,125.63,85.708,0.062604,0.014957,0.064366,13.437,1.9359,8.3255,45,7.9621e-7,9.8059,0.67509,0.029062,-0.017202,-0.0018328,31450,4506.2,38.532,0.12323,269.43,235.91,2.3996,0.3703,29850609,3098.8,96.208,0.65089,0.65179,0.37421,0.13885,0.13783,0.13868,0.34154,3.6592e-4,0,8.0315e-4,0.013592,0.012789,-0.0085987,0.012949,13.97,153.28,85.377,1.7536,NaN,14.42,1002.8,340.04,0.05,0.31915
1.4813,95.57,129.88,84.864,129.9,85.344,0.17002,0.019462,0.17113,6.5304,2.3706,9.0368,45,2.1623e-6,9.8059,0.86488,0.030121,-0.01557,-0.001271,31371,4427,38.472,0.12314,268.77,235.7,2.3669,0.38296,30853796,3086.4,103.12,0.6522,0.65367,0.37385,0.13928,0.13907,0.17936,0.4309,-2.6593e-4,0,7.351e-4,0.013624,0.012889,-0.0065872,0.013389,13.97,153.28,85.08,1.8167,NaN,14.379,1002,340.01,0.05,0.32416
