MET,Acc(HI),Acc/Baro(LO),Baro(HI),State
0.000,512,4,777,64
0.020,512,4,777,0
0.040,513,68,777,0
0.060,518,132,777,0
0.080,518,132,777,0
0.100,515,200,778,0
0.120,515,196,777,0
0.140,517,68,777,0
0.160,542,132,777,0
0.180,538,132,777,0
0.200,541,68,777,0
0.220,549,68,777,0
0.240,555,196,777,0
0.260,561,68,777,0
0.280,566,128,776,0
0.300,570,132,777,0
0.320,577,68,777,1
0.340,577,68,777,1
0.360,578,132,777,1
0.380,578,128,776,1
0.400,577,68,777,1
0.420,578,128,776,1
0.440,578,128,776,1
0.460,577,68,777,1
0.480,578,128,776,1
0.500,576,0,776,1
0.520,576,0,776,1
0.540,576,0,776,1
0.560,577,64,776,2
0.580,576,0,776,2
0.600,576,0,776,2
0.620,576,0,776,2
0.640,576,0,776,2
0.660,575,192,776,2
0.680,577,64,776,2
0.700,576,0,776,2
0.720,576,0,776,2
0.740,575,192,776,2
0.760,576,12,775,2
0.780,576,0,776,2
0.800,576,12,775,2
0.820,576,12,775,2
0.840,576,12,775,2
0.860,576,12,775,2
0.880,576,12,775,2
0.900,576,12,775,2
0.920,576,12,775,2
0.940,576,12,775,2
0.960,576,12,775,2
0.980,576,12,775,2
1.000,575,204,775,2
1.020,577,76,775,2
1.040,576,12,775,2
1.060,576,8,774,2
1.080,577,72,774,2
1.100,576,12,775,2
1.120,576,8,774,2
1.140,577,72,774,2
1.160,577,72,774,2
1.180,577,72,774,2
1.200,576,4,773,2
1.220,576,4,773,2
1.240,576,4,773,2
1.260,577,68,773,2
1.280,576,4,773,2
1.300,576,4,773,2
1.320,576,0,772,2
1.340,576,0,772,2
1.360,576,0,772,2
1.380,576,0,772,2
1.400,577,64,772,2
1.420,577,76,771,2
1.440,576,12,771,2
1.460,576,12,771,2
1.480,576,12,771,2
1.500,577,76,771,2
1.520,576,12,771,2
1.540,576,12,771,2
1.560,577,76,771,2
1.580,576,8,770,2
1.600,577,72,770,2
1.620,576,8,770,2
1.640,576,8,770,2
1.660,575,196,769,2
1.680,576,4,769,2
1.700,575,196,769,2
1.720,576,4,769,2
1.740,576,4,769,2
1.760,576,0,768,2
1.780,576,0,768,2
1.800,577,64,768,2
1.820,576,0,768,2
1.840,577,64,768,2
1.860,575,204,767,2
1.880,576,12,767,2
1.900,577,76,767,2
1.920,576,12,767,2
1.940,576,12,767,2
1.960,576,12,767,2
1.980,576,8,766,2
2.000,577,72,766,2
2.020,576,8,766,2
2.040,577,72,766,2
2.060,576,4,765,2
2.080,576,4,765,2
2.100,576,4,765,2
2.120,576,0,764,2
2.140,576,0,764,2
2.160,575,192,764,2
2.180,576,0,764,2
2.200,576,12,763,2
2.220,575,204,763,2
2.240,575,204,763,2
2.260,576,8,762,2
2.280,576,8,762,2
2.300,576,8,762,2
2.320,575,196,761,2
2.340,576,4,761,2
2.360,575,192,760,2
2.380,575,192,760,2
2.400,575,192,760,2
2.420,574,128,760,2
2.440,574,128,760,2
2.460,575,204,759,2
2.480,574,140,759,2
2.500,575,204,759,2
2.520,574,136,758,2
2.540,574,136,758,2
2.560,573,72,758,2
2.580,575,200,758,2
2.600,573,72,758,2
2.620,574,132,757,2
2.640,574,128,756,2
2.660,574,128,756,2
2.680,574,128,756,2
2.700,573,64,756,2
2.720,573,76,755,2
2.740,572,12,755,2
2.760,573,76,755,2
2.780,572,12,755,2
2.800,572,12,755,2
2.820,573,72,754,2
2.840,572,8,754,2
2.860,572,4,753,2
2.880,571,196,753,2
2.900,573,64,752,2
2.920,571,192,752,2
2.940,571,192,752,2
2.960,572,0,752,2
2.980,572,12,751,2
3.000,571,204,751,2
3.020,571,200,750,2
3.040,572,8,750,2
3.060,573,72,750,2
3.080,571,196,749,2
3.100,571,196,749,2
3.120,571,192,748,2
3.140,571,192,748,2
3.160,570,128,748,2
3.180,569,64,748,2
3.200,571,204,747,2
3.220,570,140,747,2
3.240,570,136,746,2
3.260,570,136,746,2
3.280,568,4,745,2
3.300,568,4,745,2
3.320,568,4,745,2
3.340,569,64,744,2
3.360,569,64,744,2
3.380,569,64,744,2
3.400,568,12,743,2
3.420,571,204,743,2
3.440,570,140,743,2
3.460,569,72,742,2
3.480,569,72,742,2
3.500,568,8,742,2
3.520,568,4,741,2
3.540,568,0,740,2
3.560,568,4,741,2
3.580,567,192,740,2
3.600,567,204,739,2
3.620,567,204,739,2
3.640,567,204,739,2
3.660,567,200,738,2
3.680,566,132,737,2
3.700,566,132,737,2
3.720,566,132,737,2
3.740,566,128,736,2
3.760,565,64,736,2
3.780,565,64,736,2
3.800,565,64,736,2
3.820,566,140,735,2
3.840,563,204,735,2
3.860,563,204,735,2
3.880,563,200,734,2
3.900,562,136,734,2
3.920,566,132,733,2
3.940,564,4,733,2
3.960,564,0,732,2
3.980,564,0,732,2
4.000,563,192,732,2
4.020,563,204,731,2
4.040,563,204,731,2
4.060,561,76,731,2
4.080,564,8,730,2
4.100,561,68,729,2
4.120,563,200,730,2
4.140,562,128,728,2
4.160,562,128,728,2
4.180,561,64,728,2
4.200,561,64,728,2
4.220,560,0,728,2
4.240,560,0,728,2
4.260,563,204,727,2
4.280,561,76,727,2
4.300,562,136,726,2
4.320,560,8,726,2
4.340,560,8,726,2
4.360,560,8,726,2
4.380,561,68,725,2
4.400,559,192,724,2
4.420,560,0,724,2
4.440,559,204,723,2
4.460,559,204,723,2
4.480,559,204,723,2
4.500,560,8,722,2
4.520,560,12,723,2
4.540,559,200,722,2
4.560,558,132,721,2
4.580,556,8,722,2
4.600,556,0,720,2
4.620,557,64,720,2
4.640,556,0,720,2
4.660,558,128,720,2
4.680,558,140,719,2
4.700,558,140,719,2
4.720,556,12,719,2
4.740,557,76,719,2
4.760,555,204,719,2
4.780,556,8,718,2
4.800,556,8,718,2
4.820,556,8,718,2
4.840,553,76,719,2
4.860,557,76,719,2
4.880,554,136,718,2
4.900,554,136,718,2
4.920,554,132,717,2
4.940,553,68,717,2
4.960,555,196,717,2
4.980,555,192,716,2
5.000,554,128,716,2
5.020,550,140,715,2
5.040,548,8,714,2
5.060,548,4,713,2
5.080,551,204,711,2
5.100,545,72,710,2
5.120,543,192,708,2
5.140,540,12,707,2
5.160,538,132,705,2
5.180,535,196,705,2
5.200,532,0,704,2
5.220,531,192,704,2
5.240,531,192,704,2
5.260,532,0,704,2
5.280,528,0,704,2
5.300,529,76,703,2
5.320,529,76,703,2
5.340,524,8,702,2
5.360,528,8,702,2
5.380,526,128,700,2
5.400,526,140,699,2
5.420,524,4,697,2
5.440,524,4,697,2
5.460,523,204,695,2
5.480,518,128,696,2
5.500,518,140,695,2
5.520,517,64,696,2
5.540,513,76,695,2
5.560,512,8,694,2
5.580,513,72,694,2
5.600,512,0,692,2
5.620,512,0,692,2
5.640,511,204,691,2
5.660,511,204,691,2
5.680,509,72,690,2
5.700,508,4,689,3
5.720,507,196,689,3
5.740,510,128,688,3
5.760,509,76,687,3
5.780,508,8,686,3
5.800,507,196,685,3
5.820,503,196,685,3
5.840,504,12,683,3
5.860,504,0,684,3
5.880,503,200,682,3
5.900,502,132,681,3
5.920,501,68,681,3
5.940,501,68,681,3
5.960,499,192,680,3
5.980,498,140,679,3
6.000,498,140,679,3
6.020,496,8,678,3
6.040,492,8,678,3
6.060,493,68,677,3
6.080,491,192,676,3
6.100,492,12,675,3
6.120,492,8,674,3
6.140,490,136,674,3
6.160,490,132,673,3
6.180,490,128,672,3
6.200,487,192,672,3
6.220,485,76,671,3
6.240,488,12,671,3
6.260,489,72,670,3
6.280,489,68,669,3
6.300,486,128,668,3
6.320,488,12,667,3
6.340,489,76,667,3
6.360,489,76,667,3
6.380,487,200,666,3
6.400,487,196,665,3
6.420,488,8,666,3
6.440,486,132,665,3
6.460,487,192,664,3
6.480,487,204,663,3
6.500,486,140,663,3
6.520,487,204,663,3
6.540,487,196,661,3
6.560,487,192,660,3
6.580,488,0,660,3
6.600,488,0,660,3
6.620,487,204,659,3
6.640,487,200,658,3
6.660,489,68,657,3
6.680,487,192,656,3
6.700,490,140,655,3
6.720,488,12,655,3
6.740,488,12,655,3
6.760,491,204,655,3
6.780,491,200,654,3
6.800,488,4,653,3
6.820,489,76,651,3
6.840,489,76,651,3
6.860,490,128,648,3
6.880,490,140,647,3
6.900,491,200,646,3
6.920,490,132,645,3
6.940,492,8,646,3
6.960,489,64,644,3
6.980,490,128,644,3
7.000,489,64,644,3
7.020,490,140,643,3
7.040,487,204,643,3
7.060,490,132,641,3
7.080,488,4,641,3
7.100,491,192,640,3
7.120,488,12,639,3
7.140,491,204,639,3
7.160,489,72,638,3
7.180,489,72,638,3
7.200,491,192,636,3
7.220,489,64,636,3
7.240,490,140,635,3
7.260,491,196,633,3
7.280,490,132,633,3
7.300,489,64,632,3
7.320,490,128,632,3
7.340,490,140,631,3
7.360,491,200,630,3
7.380,491,196,629,3
7.400,492,0,628,3
7.420,489,76,627,3
7.440,491,204,627,3
7.460,492,12,627,3
7.480,490,136,626,3
7.500,491,196,625,3
7.520,489,68,625,3
7.540,490,128,624,3
7.560,492,12,623,3
7.580,492,12,623,3
7.600,492,8,622,3
7.620,491,196,621,3
7.640,490,128,620,3
7.660,488,0,620,3
7.680,494,128,620,3
7.700,493,76,619,3
7.720,493,72,618,3
7.740,491,200,618,3
7.760,492,4,617,3
7.780,492,12,615,3
7.800,493,76,615,3
7.820,490,140,615,3
7.840,493,76,615,3
7.860,492,8,614,3
7.880,492,4,613,3
7.900,492,4,613,3
7.920,492,12,611,3
7.940,492,12,611,3
7.960,491,204,611,3
7.980,490,132,609,3
8.000,491,196,609,3
8.020,493,64,608,3
8.040,493,76,607,3
8.060,493,64,608,3
8.080,492,12,607,3
8.100,494,136,606,3
8.120,492,8,606,3
8.140,495,192,604,3
8.160,491,192,604,3
8.180,492,0,604,3
8.200,492,12,603,3
8.220,493,72,602,3
8.240,491,196,601,3
8.260,493,68,601,3
8.280,493,68,601,3
8.300,494,128,600,3
8.320,492,12,599,3
8.340,495,204,599,3
8.360,493,72,598,3
8.380,493,72,598,3
8.400,493,68,597,3
8.420,494,128,596,3
8.440,496,0,596,3
8.460,493,76,595,3
8.480,494,140,595,3
8.500,494,136,594,3
8.520,496,8,594,3
8.540,495,196,593,3
8.560,493,64,592,3
8.580,492,4,593,3
8.600,494,128,592,3
8.620,494,140,591,3
8.640,493,76,591,3
8.660,495,200,590,3
8.680,495,200,590,3
8.700,493,64,588,3
8.720,495,192,588,3
8.740,493,64,588,3
8.760,494,140,587,3
8.780,496,12,587,3
8.800,495,196,585,3
8.820,495,196,585,3
8.840,496,4,585,3
8.860,494,128,584,3
8.880,496,0,584,3
8.900,495,204,583,3
8.920,495,204,583,3
8.940,496,8,582,3
8.960,495,196,581,3
8.980,494,132,581,3
9.000,495,196,581,3
9.020,496,0,580,3
9.040,495,204,579,3
9.060,496,12,579,3
9.080,493,68,577,3
9.100,494,136,578,3
9.120,496,4,577,3
9.140,495,192,576,3
9.160,494,128,576,3
9.180,494,140,575,3
9.200,495,204,575,3
9.220,494,136,574,3
9.240,496,8,574,3
9.260,496,8,574,3
9.280,496,0,572,3
9.300,496,0,572,3
9.320,496,0,572,3
9.340,495,204,571,3
9.360,496,8,570,3
9.380,496,4,569,3
9.400,496,4,569,3
9.420,495,196,569,3
9.440,495,192,568,3
9.460,496,0,568,3
9.480,496,0,568,3
9.500,495,204,567,3
9.520,494,136,566,3
9.540,495,200,566,3
9.560,497,68,565,3
9.580,496,4,565,3
9.600,495,192,564,3
9.620,495,192,564,3
9.640,496,12,563,3
9.660,496,8,562,3
9.680,495,200,562,3
9.700,496,8,562,3
9.720,496,4,561,3
9.740,496,0,560,3
9.760,495,192,560,3
9.780,494,128,560,3
9.800,496,12,559,3
9.820,496,12,559,3
9.840,496,8,558,3
9.860,496,8,558,3
9.880,496,4,557,3
9.900,495,196,557,3
9.920,496,0,556,3
9.940,496,0,556,3
9.960,495,204,555,3
9.980,495,204,555,3
10.000,496,8,554,3
10.020,496,8,554,3
10.040,497,68,553,3
10.060,497,68,553,3
10.080,496,0,552,3
10.100,495,204,551,3
10.120,496,12,551,3
10.140,495,204,551,3
10.160,496,12,551,3
10.180,498,136,550,3
10.200,495,196,549,3
10.220,495,196,549,3
10.240,496,0,548,3
10.260,496,0,548,3
10.280,496,12,547,3
10.300,496,12,547,3
10.320,496,12,547,3
10.340,496,8,546,3
10.360,496,4,545,3
10.380,496,4,545,3
10.400,496,0,544,3
10.420,497,64,544,3
10.440,496,0,544,3
10.460,496,12,543,3
10.480,496,12,543,3
10.500,498,140,543,3
10.520,496,8,542,3
10.540,495,200,542,3
10.560,497,68,541,3
10.580,496,0,540,3
10.600,496,0,540,3
10.620,495,192,540,3
10.640,498,128,540,3
10.660,497,76,539,3
10.680,496,12,539,3
10.700,495,200,538,3
10.720,497,68,537,3
10.740,496,4,537,3
10.760,495,196,537,3
10.780,497,64,536,3
10.800,497,64,536,3
10.820,498,128,536,3
10.840,494,140,535,3
10.860,496,12,535,3
10.880,498,136,534,3
10.900,497,72,534,3
10.920,496,8,534,3
10.940,497,68,533,3
10.960,497,64,532,3
10.980,497,76,531,3
11.000,496,0,532,3
11.020,498,140,531,3
11.040,497,76,531,3
11.060,498,136,530,3
11.080,497,72,530,3
11.100,497,68,529,3
11.120,498,132,529,3
11.140,499,196,529,3
11.160,498,128,528,3
11.180,496,0,528,3
11.200,496,0,528,3
11.220,499,204,527,3
11.240,499,204,527,3
11.260,497,72,526,3
11.280,496,8,526,3
11.300,497,72,526,3
11.320,499,200,526,3
11.340,498,132,525,3
11.360,498,128,524,3
11.380,499,192,524,3
11.400,497,64,524,3
11.420,497,76,523,3
11.440,497,76,523,3
11.460,499,204,523,3
11.480,497,72,522,3
11.500,499,196,521,3
11.520,497,68,521,3
11.540,498,132,521,3
11.560,499,192,520,3
11.580,498,128,520,3
11.600,499,192,520,3
11.620,499,204,519,3
11.640,499,204,519,3
11.660,498,140,519,3
11.680,497,72,518,3
11.700,499,200,518,3
11.720,498,136,518,3
11.740,498,132,517,3
11.760,500,4,517,3
11.780,499,192,516,3
11.800,498,128,516,3
11.820,499,192,516,3
11.840,497,76,515,3
11.860,501,76,515,3
11.880,498,140,515,3
11.900,499,200,514,3
11.920,501,68,513,3
11.940,499,196,513,3
11.960,499,196,513,3
11.980,500,4,513,3
12.000,499,192,512,3
12.020,497,64,512,3
12.040,499,192,512,3
12.060,498,140,511,3
12.080,499,204,511,3
12.100,498,140,511,3
12.120,499,200,510,3
12.140,498,136,510,3
12.160,497,72,510,3
12.180,500,4,509,3
12.200,499,192,508,3
12.220,498,128,508,3
12.240,499,192,508,3
12.260,498,128,508,3
12.280,499,204,507,3
12.300,499,204,507,3
12.320,499,200,506,3
12.340,499,200,506,3
12.360,501,68,505,3
12.380,499,196,505,3
12.400,498,132,505,3
12.420,500,4,505,3
12.440,500,0,504,3
12.460,498,128,504,3
12.480,501,64,504,3
12.500,498,128,504,3
12.520,499,204,503,3
12.540,499,204,503,3
12.560,499,200,502,3
12.580,499,200,502,3
12.600,500,8,502,3
12.620,500,4,501,3
12.640,498,132,501,3
12.660,499,192,500,3
12.680,501,64,500,3
12.700,500,0,500,3
12.720,500,12,499,3
12.740,499,204,499,3
12.760,500,12,499,3
12.780,500,8,498,3
12.800,499,200,498,3
12.820,500,8,498,3
12.840,501,68,497,3
12.860,499,196,497,3
12.880,500,4,497,3
12.900,500,0,496,3
12.920,500,0,496,3
12.940,499,192,496,3
12.960,499,192,496,3
12.980,500,12,495,3
13.000,499,204,495,3
13.020,500,8,494,3
13.040,499,200,494,3
13.060,499,200,494,3
13.080,501,68,493,3
13.100,500,4,493,3
13.120,499,192,492,3
13.140,500,0,492,3
13.160,500,0,492,3
13.180,498,128,492,3
13.200,499,192,492,3
13.220,500,12,491,3
13.240,500,12,491,3
13.260,500,8,490,3
13.280,499,200,490,3
13.300,499,196,489,3
13.320,501,68,489,3
13.340,499,196,489,3
13.360,500,0,488,3
13.380,499,192,488,3
13.400,501,64,488,3
13.420,500,12,487,3
13.440,500,12,487,3
13.460,499,204,487,3
13.480,502,140,487,3
13.500,499,204,487,3
13.520,500,8,486,3
13.540,500,8,486,3
13.560,499,196,485,3
13.580,501,68,485,3
13.600,500,0,484,3
13.620,501,64,484,3
13.640,501,64,484,3
13.660,500,0,484,3
13.680,501,76,483,3
13.700,500,12,483,3
13.720,499,204,483,3
13.740,498,140,483,3
13.760,500,12,483,3
13.780,502,136,482,3
13.800,500,4,481,3
13.820,500,4,481,3
13.840,500,4,481,3
13.860,503,192,480,3
13.880,500,0,480,3
13.900,500,0,480,3
13.920,500,0,480,3
13.940,499,192,480,3
13.960,501,76,479,3
13.980,502,140,479,3
14.000,500,12,479,3
14.020,499,200,478,3
14.040,500,8,478,3
14.060,502,136,478,3
14.080,502,132,477,3
14.100,500,4,477,3
14.120,501,64,476,3
14.140,500,0,476,3
14.160,498,128,476,3
14.180,499,192,476,3
14.200,500,12,475,3
14.220,501,76,475,3
14.240,501,76,475,3
14.260,502,136,474,3
14.280,500,8,474,3
14.300,502,136,474,3
14.320,500,4,473,3
14.340,500,4,473,3
14.360,501,68,473,3
14.380,501,64,472,3
14.400,499,192,472,3
14.420,499,192,472,3
14.440,499,192,472,3
14.460,500,12,471,3
14.480,500,12,471,3
14.500,502,140,471,3
14.520,501,72,470,3
14.540,500,8,470,3
14.560,500,8,470,3
14.580,501,68,469,3
14.600,499,196,469,3
14.620,501,68,469,3
14.640,500,0,468,3
14.660,502,128,468,3
14.680,502,128,468,3
14.700,500,0,468,3
14.720,500,12,467,3
14.740,501,76,467,3
14.760,501,76,467,3
14.780,500,12,467,3
14.800,501,72,466,3
14.820,502,136,466,3
14.840,502,136,466,3
14.860,501,68,465,3
14.880,502,132,465,3
14.900,500,4,465,3
14.920,499,196,465,3
14.940,502,128,464,3
14.960,500,0,464,3
14.980,502,128,464,3
15.000,502,140,463,3
15.020,501,76,463,3
15.040,499,204,463,3
15.060,500,12,463,3
15.080,501,76,463,3
15.100,500,8,462,3
15.120,503,200,462,3
15.140,501,72,462,3
15.160,501,68,461,3
15.180,501,68,461,3
15.200,503,196,461,3
15.220,501,64,460,3
15.240,502,128,460,3
15.260,501,64,460,3
15.280,503,192,460,3
15.300,502,140,459,3
15.320,502,140,459,3
15.340,502,140,459,3
15.360,500,12,459,3
15.380,500,8,458,3
15.400,501,72,458,3
15.420,500,8,458,3
15.440,500,4,457,3
15.460,501,68,457,3
15.480,502,132,457,3
15.500,503,192,456,3
15.520,501,64,456,3
15.540,502,128,456,3
15.560,502,140,455,3
15.580,503,204,455,3
15.600,500,12,455,3
15.620,501,76,455,3
15.640,501,76,455,3
15.660,501,76,455,3
15.680,501,76,455,3
15.700,503,200,454,3
15.720,502,136,454,3
15.740,499,200,454,3
15.760,501,68,453,3
15.780,501,68,453,3
15.800,502,128,452,3
15.820,500,0,452,3
15.840,502,128,452,3
15.860,502,128,452,3
15.880,501,64,452,3
15.900,501,76,451,3
15.920,502,140,451,3
15.940,501,76,451,3
15.960,502,140,451,3
15.980,503,200,450,3
16.000,503,200,450,3
16.020,503,196,449,3
16.040,503,196,449,3
16.060,503,196,449,3
16.080,503,196,449,3
16.100,501,68,449,3
16.120,502,128,448,3
16.140,503,192,448,3
16.160,502,128,448,3
16.180,502,128,448,3
16.200,502,128,448,3
16.220,501,76,447,3
16.240,501,76,447,3
16.260,501,76,447,3
16.280,501,76,447,3
16.300,500,12,447,3
16.320,502,136,446,3
16.340,502,136,446,3
16.360,502,136,446,3
16.380,503,196,445,3
16.400,502,132,445,3
16.420,504,4,445,3
16.440,503,192,444,3
16.460,503,196,445,3
16.480,503,192,444,3
16.500,502,128,444,3
16.520,502,140,443,3
16.540,503,204,443,3
16.560,501,76,443,3
16.580,503,204,443,3
16.600,499,204,443,3
16.620,502,136,442,3
16.640,501,72,442,3
16.660,503,200,442,3
16.680,502,132,441,3
16.700,502,132,441,3
16.720,502,132,441,3
16.740,502,132,441,3
16.760,501,64,440,3
16.780,502,128,440,3
16.800,501,64,440,3
16.820,501,64,440,3
16.840,502,128,440,3
16.860,503,192,440,3
16.880,504,0,440,3
16.900,502,140,439,3
16.920,502,140,439,3
16.940,501,76,439,3
16.960,502,136,438,3
16.980,502,136,438,3
17.000,503,200,438,3
17.020,503,200,438,3
17.040,500,4,437,3
17.060,503,196,437,3
17.080,504,4,437,3
17.100,504,4,437,3
17.120,502,128,436,3
17.140,501,64,436,3
17.160,501,64,436,3
17.180,501,64,436,3
17.200,503,204,435,3
17.220,503,204,435,3
17.240,504,12,435,3
17.260,502,140,435,3
17.280,501,76,435,3
17.300,501,76,435,3
17.320,503,200,434,3
17.340,504,8,434,3
17.360,501,68,433,3
17.380,501,68,433,3
17.400,502,132,433,3
17.420,503,196,433,3
17.440,503,196,433,3
17.460,500,4,433,3
17.480,503,192,432,3
17.500,502,128,432,3
17.520,503,192,432,3
17.540,502,128,432,3
17.560,499,204,431,3
17.580,500,12,431,3
17.600,501,76,431,3
17.620,504,12,431,3
17.640,504,12,431,3
17.660,502,140,431,3
17.680,504,8,430,3
17.700,504,8,430,3
17.720,501,72,430,3
17.740,498,132,429,3
17.760,504,4,429,3
17.780,505,68,429,3
17.800,503,196,429,3
17.820,502,128,428,3
17.840,501,64,428,3
17.860,505,64,428,3
17.880,504,0,428,3
17.900,500,0,428,3
17.920,501,64,428,3
17.940,505,76,427,3
17.960,503,204,427,3
17.980,499,204,427,3
18.000,502,140,427,3
18.020,504,8,426,3
18.040,501,72,426,3
18.060,500,8,426,3
18.080,503,200,426,3
18.100,504,4,425,3
18.120,503,196,425,3
18.140,501,68,425,3
18.160,502,132,425,3
18.180,503,196,425,3
18.200,501,64,424,3
18.220,503,192,424,3
18.240,502,128,424,3
18.260,500,0,424,3
18.280,503,192,424,3
18.300,504,12,423,3
18.320,502,128,424,3
18.340,500,12,423,3
18.360,504,12,423,3
18.380,502,140,423,3
18.400,498,140,423,3
18.420,502,136,422,3
18.440,504,8,422,3
18.460,499,200,422,3
18.480,502,136,422,3
18.500,503,200,422,3
18.520,500,8,422,3
18.540,502,132,421,3
18.560,504,4,421,3
18.580,502,132,421,3
18.600,502,132,421,3
18.620,503,192,420,3
18.640,502,128,420,3
18.660,503,192,420,3
18.680,504,0,420,3
18.700,501,76,419,3
18.720,504,12,419,3
18.740,503,204,419,3
18.760,502,140,419,3
18.780,500,12,419,3
18.800,504,12,419,3
18.820,500,12,419,3
18.840,507,204,419,3
18.860,501,72,418,3
18.880,502,136,418,3
18.900,506,136,418,3
18.920,500,4,417,3
18.940,504,4,417,3
18.960,505,68,417,3
18.980,502,132,417,3
19.000,505,68,417,3
19.020,501,64,416,3
19.040,504,0,416,3
19.060,504,0,416,3
19.080,501,64,416,3
19.100,502,128,416,3
19.120,503,204,415,3
19.140,502,140,415,3
19.160,503,204,415,3
19.180,503,204,415,3
19.200,504,12,415,3
19.220,503,204,415,3
19.240,502,140,415,3
19.260,502,140,415,3
19.280,502,136,414,3
19.300,504,8,414,3
19.320,501,72,414,3
19.340,505,72,414,3
19.360,503,200,414,3
19.380,502,132,413,3
19.400,506,132,413,3
19.420,501,68,413,3
19.440,503,192,412,3
19.460,502,128,412,3
19.480,503,192,412,3
19.500,502,128,412,3
19.520,501,64,412,3
19.540,504,0,412,3
19.560,502,128,412,3
19.580,504,12,411,3
19.600,502,140,411,3
19.620,502,140,411,3
19.640,504,12,411,3
19.660,501,76,411,3
19.680,506,140,411,3
19.700,502,140,411,3
19.720,504,8,410,3
19.740,503,200,410,3
19.760,502,136,410,3
19.780,503,196,409,3
19.800,502,132,409,3
19.820,503,196,409,3
19.840,504,4,409,3
19.860,503,196,409,3
19.880,503,196,409,3
19.900,502,128,408,3
19.920,502,128,408,3
19.940,504,0,408,3
19.960,503,192,408,3
19.980,504,0,408,3
20.000,503,192,408,3
20.020,504,0,408,3
20.040,503,192,408,3
20.060,503,192,408,3
20.080,500,12,407,3
20.100,503,204,407,3
20.120,503,204,407,3
20.140,504,12,407,3
20.160,503,200,406,3
20.180,504,8,406,3
20.200,503,204,407,3
20.220,503,200,406,3
20.240,504,8,406,3
20.260,501,72,406,3
20.280,504,4,405,3
20.300,503,196,405,3
20.320,504,4,405,3
20.340,504,4,405,3
20.360,503,196,405,3
20.380,502,132,405,3
20.400,502,128,404,3
20.420,503,192,404,3
20.440,504,0,404,3
20.460,502,128,404,3
20.480,503,192,404,3
20.500,504,12,403,3
20.520,502,140,403,3
20.540,504,12,403,3
20.560,502,140,403,3
20.580,503,204,403,3
20.600,503,204,403,3
20.620,504,12,403,3
20.640,503,204,403,3
20.660,504,8,402,3
20.680,504,8,402,3
20.700,504,8,402,3
20.720,502,136,402,3
20.740,505,72,402,3
20.760,503,200,402,3
20.780,505,68,401,3
20.800,504,4,401,3
20.820,503,196,401,3
20.840,503,196,401,3
20.860,502,132,401,3
20.880,502,128,400,3
20.900,503,192,400,3
20.920,503,192,400,3
20.940,502,128,400,3
20.960,505,64,400,3
20.980,503,192,400,3
21.000,502,128,400,3
21.020,503,204,399,3
21.040,502,140,399,3
21.060,504,12,399,3
21.080,504,12,399,3
21.100,503,204,399,3
21.120,503,204,399,3
21.140,503,204,399,3
21.160,502,136,398,3
21.180,504,8,398,3
21.200,504,8,398,3
21.220,504,8,398,3
21.240,503,200,398,3
21.260,504,8,398,3
21.280,504,8,398,3
21.300,503,200,398,3
21.320,504,4,397,3
21.340,503,196,397,3
21.360,504,4,397,3
21.380,503,196,397,3
21.400,503,196,397,3
21.420,505,64,396,3
21.440,501,64,396,3
21.460,504,0,396,3
21.480,504,0,396,3
21.500,502,128,396,3
21.520,504,0,396,3
21.540,502,128,396,3
21.560,504,0,396,3
21.580,503,204,395,3
21.600,503,204,395,3
21.620,505,76,395,3
21.640,502,140,395,3
21.660,504,12,395,3
21.680,502,140,395,3
21.700,504,12,395,3
21.720,502,136,394,3
21.740,503,204,395,3
21.760,502,136,394,3
21.780,504,8,394,3
21.800,503,200,394,3
21.820,503,200,394,3
21.840,501,68,393,3
21.860,504,4,393,3
21.880,505,72,394,3
21.900,502,132,393,3
21.920,502,132,393,3
21.940,504,4,393,3
21.960,504,4,393,3
21.980,504,4,393,3
22.000,505,64,392,3
22.020,504,0,392,3
22.040,503,192,392,3
22.060,504,0,392,3
22.080,504,0,392,3
22.100,504,12,391,3
22.120,502,128,392,3
22.140,504,12,391,3
22.160,504,12,391,3
22.180,503,204,391,3
22.200,503,204,391,3
22.220,504,12,391,3
22.240,502,140,391,3
22.260,504,12,391,3
22.280,503,204,391,3
22.300,502,140,391,3
22.320,503,204,391,3
22.340,503,200,390,3
22.360,503,200,390,3
22.380,504,8,390,3
22.400,503,200,390,3
22.420,503,200,390,3
22.440,503,200,390,3
22.460,504,8,390,3
22.480,503,200,390,3
22.500,505,72,390,3
22.520,504,4,389,3
22.540,503,196,389,3
22.560,503,196,389,3
22.580,502,128,388,3
22.600,503,192,388,3
22.620,504,0,388,3
22.640,504,0,388,3
22.660,503,192,388,3
22.680,503,192,388,3
22.700,503,192,388,3
22.720,502,128,388,3
22.740,504,0,388,3
22.760,504,12,387,3
22.780,503,192,388,3
22.800,504,12,387,3
22.820,504,12,387,3
22.840,503,204,387,3
22.860,503,204,387,3
22.880,504,12,387,3
22.900,504,12,387,3
22.920,505,76,387,3
22.940,503,204,387,3
22.960,504,12,387,3
22.980,503,200,386,3
23.000,503,200,386,3
23.020,503,200,386,3
23.040,504,8,386,3
23.060,503,200,386,3
23.080,503,200,386,3
23.100,504,4,385,3
23.120,504,4,385,3
23.140,503,196,385,3
23.160,502,132,385,3
23.180,502,132,385,3
23.200,505,68,385,3
23.220,504,4,385,3
23.240,503,196,385,3
23.260,504,4,385,3
